evol,step,not_dead,tot
23,53,533833630,1000000000
23,54,533833630,1000000000
23,55,533833630,1000000000
23,56,533833630,1000000000
23,57,533833630,1000000000
23,58,533833630,1000000000
23,59,533833630,1000000000
23,60,533833630,1000000000
24,1,0,0
24,2,0,0
24,3,0,0
24,4,0,0
24,5,0,0
24,6,0,0
24,7,0,0
24,8,0,0
24,9,0,0
24,10,0,0
24,11,0,0
24,12,0,0
24,13,0,0
24,14,0,0
24,15,0,0
24,16,0,0
24,17,0,0
24,18,0,0
24,19,0,0
24,20,0,0
24,21,0,0
24,22,0,0
24,23,0,0
24,24,0,0
24,25,0,0
24,26,0,0
24,27,0,0
24,28,0,0
24,29,0,0
24,30,0,0
24,31,0,0
24,32,0,0
24,33,0,0
24,34,0,0
24,35,0,0
24,36,0,0
24,37,0,0
24,38,0,0
24,39,0,0
24,40,0,0
24,41,0,0
24,42,0,0
24,43,0,0
24,44,0,0
24,45,0,0
24,46,0,0
24,47,0,0
24,48,0,0
24,49,0,0
24,50,0,0
24,51,0,0
24,52,0,0
24,53,0,0
24,54,0,0
24,55,0,0
24,56,0,0
24,57,0,0
24,58,0,0
24,59,0,0
24,60,0,0
25,1,1,2
25,2,2,4
25,3,4,8
25,4,4,8
25,5,7,14
25,6,13,26
25,7,21,42
25,8,33,66
25,9,54,108
25,10,91,182
25,11,148,296
25,12,228,456
25,13,354,708
25,14,560,1120
25,15,910,1820
25,16,1461,2922
25,17,2354,4708
25,18,3726,7452
25,19,5987,11974
25,20,9651,19302
25,21,15433,30866
25,22,24758,49516
25,23,39696,79392
25,24,63486,126972
25,25,101753,203506
25,26,162723,325446
25,27,260372,520744
25,28,417086,834172
25,29,666579,1333158
25,30,1066048,2132096
25,31,1706067,3412134
25,32,2729698,5459396
25,33,4366252,8732504
25,34,6986097,13972194
25,35,11180106,22360212
25,36,17886031,35772062
25,37,28615820,57231640
25,38,45789149,91578298
25,39,73260989,146521978
25,40,117226571,234453142
25,41,187572548,375145096
25,42,300127863,600255726
25,43,600255726,1000000000
25,44,600255726,1000000000
25,45,600255726,1000000000
25,46,600255726,1000000000
25,47,600255726,1000000000
25,48,600255726,1000000000
25,49,600255726,1000000000
25,50,600255726,1000000000
25,51,600255726,1000000000
25,52,600255726,1000000000
25,53,600255726,1000000000
25,54,600255726,1000000000
25,55,600255726,1000000000
25,56,600255726,1000000000
25,57,600255726,1000000000
25,58,600255726,1000000000
25,59,600255726,1000000000
25,60,600255726,1000000000
26,1,1,2
26,2,2,4
26,3,3,6
26,4,2,4
26,5,3,6
26,6,3,6
26,7,4,8
26,8,6,12
26,9,10,20
26,10,19,38
26,11,29,58
26,12,48,96
26,13,84,168
26,14,134,268
26,15,218,436
26,16,350,700
26,17,569,1138
26,18,915,1830
26,19,1500,3000
26,20,2399,4798
26,21,3827,7654
26,22,6148,12296
26,23,9927,19854
26,24,15851,31702
26,25,25296,50592
26,26,40615,81230
26,27,64931,129862
26,28,104071,208142
26,29,166432,332864
26,30,265949,531898
26,31,425873,851746
26,32,681331,1362662
26,33,1090902,2181804
26,34,1745344,3490688
26,35,2793205,5586410
26,36,4468645,8937290
26,37,7150639,14301278
26,38,11440811,22881622
26,39,18307122,36614244
26,40,29293282,58586564
26,41,46870070,93740140
26,42,74998524,149997048
26,43,119999305,239998610
26,44,192004993,384009986
26,45,307211504,614423008
26,46,614423008,1000000000
26,47,614423008,1000000000
26,48,614423008,1000000000
26,49,614423008,1000000000
26,50,614423008,1000000000
26,51,614423008,1000000000
26,52,614423008,1000000000
26,53,614423008,1000000000
26,54,614423008,1000000000
26,55,614423008,1000000000
26,56,614423008,1000000000
26,57,614423008,1000000000
26,58,614423008,1000000000
26,59,614423008,1000000000
26,60,614423008,1000000000
27,1,1,2
27,2,2,4
27,3,4,8
27,4,7,14
27,5,11,22
27,6,18,36
27,7,30,60
27,8,51,102
27,9,79,158
27,10,127,254
27,11,194,388
27,12,313,626
27,13,499,998
27,14,774,1548
27,15,1240,2480
27,16,2014,4028
27,17,3217,6434
27,18,5107,10214
27,19,8153,16306
27,20,12992,25984
27,21,20766,41532
27,22,33168,66336
27,23,53101,106202
27,24,84964,169928
27,25,135839,271678
27,26,217091,434182
27,27,347096,694192
27,28,555565,1111130
27,29,889305,1778610
27,30,1422792,2845584
27,31,2275970,4551940
27,32,3639526,7279052
27,33,5824103,11648206
27,34,9318118,18636236
27,35,14908345,29816690
27,36,23849946,47699892
27,37,38164874,76329748
27,38,61064181,122128362
27,39,97698568,195397136
27,40,156312958,312625916
27,41,250087208,500174416
27,42,500174416,1000000000
27,43,500174416,1000000000
27,44,500174416,1000000000
27,45,500174416,1000000000
27,46,500174416,1000000000
27,47,500174416,1000000000
27,48,500174416,1000000000
27,49,500174416,1000000000
27,50,500174416,1000000000
27,51,500174416,1000000000
27,52,500174416,1000000000
27,53,500174416,1000000000
27,54,500174416,1000000000
27,55,500174416,1000000000
27,56,500174416,1000000000
27,57,500174416,1000000000
27,58,500174416,1000000000
27,59,500174416,1000000000
27,60,500174416,1000000000
28,1,0,0
28,2,0,0
28,3,0,0
28,4,0,0
28,5,0,0
28,6,0,0
28,7,0,0
28,8,0,0
28,9,0,0
28,10,0,0
28,11,0,0
28,12,0,0
28,13,0,0
28,14,0,0
28,15,0,0
28,16,0,0
28,17,0,0
28,18,0,0
28,19,0,0
28,20,0,0
28,21,0,0
28,22,0,0
28,23,0,0
28,24,0,0
28,25,0,0
28,26,0,0
28,27,0,0
28,28,0,0
28,29,0,0
28,30,0,0
28,31,0,0
28,32,0,0
28,33,0,0
28,34,0,0
28,35,0,0
28,36,0,0
28,37,0,0
28,38,0,0
28,39,0,0
28,40,0,0
28,41,0,0
28,42,0,0
28,43,0,0
28,44,0,0
28,45,0,0
28,46,0,0
28,47,0,0
28,48,0,0
28,49,0,0
28,50,0,0
28,51,0,0
28,52,0,0
28,53,0,0
28,54,0,0
28,55,0,0
28,56,0,0
28,57,0,0
28,58,0,0
28,59,0,0
28,60,0,0
29,1,0,0
29,2,0,0
29,3,0,0
29,4,0,0
29,5,0,0
29,6,0,0
29,7,0,0
29,8,0,0
29,9,0,0
29,10,0,0
29,11,0,0
29,12,0,0
29,13,0,0
29,14,0,0
29,15,0,0
29,16,0,0
29,17,0,0
29,18,0,0
29,19,0,0
29,20,0,0
29,21,0,0
29,22,0,0
29,23,0,0
29,24,0,0
29,25,0,0
29,26,0,0
29,27,0,0
29,28,0,0
29,29,0,0
29,30,0,0
29,31,0,0
29,32,0,0
29,33,0,0
29,34,0,0
29,35,0,0
29,36,0,0
29,37,0,0
29,38,0,0
29,39,0,0
29,40,0,0
29,41,0,0
29,42,0,0
29,43,0,0
29,44,0,0
29,45,0,0
29,46,0,0
29,47,0,0
29,48,0,0
29,49,0,0
29,50,0,0
29,51,0,0
29,52,0,0
29,53,0,0
29,54,0,0
29,55,0,0
29,56,0,0
29,57,0,0
29,58,0,0
29,59,0,0
29,60,0,0
30,1,1,2
30,2,1,2
30,3,2,4
30,4,4,8
30,5,6,12
30,6,9,18
30,7,14,28
30,8,22,44
30,9,37,74
30,10,53,106
30,11,79,158
30,12,123,246
30,13,206,412
30,14,325,650
30,15,518,1036
30,16,840,1680
30,17,1322,2644
30,18,2104,4208
30,19,3369,6738
30,20,5376,10752
30,21,8583,17166
30,22,13723,27446
30,23,22020,44040
30,24,35371,70742
30,25,56485,112970
30,26,90300,180600
30,27,144663,289326
30,28,231492,462984
30,29,370642,741284
30,30,593129,1186258
30,31,949833,1899666
30,32,1518896,3037792
30,33,2429385,4858770
30,34,3884942,7769884
30,35,6217034,12434068
30,36,9948465,19896930
30,37,15920370,31840740
30,38,25473197,50946394
30,39,40755018,81510036
30,40,65205932,130411864
30,41,104336936,208673872
30,42,166948613,333897226
30,43,267104365,534208730
30,44,534208730,1000000000
30,45,534208730,1000000000
30,46,534208730,1000000000
30,47,534208730,1000000000
30,48,534208730,1000000000
30,49,534208730,1000000000
30,50,534208730,1000000000
30,51,534208730,1000000000
30,52,534208730,1000000000
30,53,534208730,1000000000
30,54,534208730,1000000000
30,55,534208730,1000000000
30,56,534208730,1000000000
30,57,534208730,1000000000
30,58,534208730,1000000000
30,59,534208730,1000000000
30,60,534208730,1000000000
31,1,1,2
31,2,2,4
31,3,3,6
31,4,3,6
31,5,5,10
31,6,9,18
31,7,15,30
31,8,27,54
31,9,47,94
31,10,73,146
31,11,121,242
31,12,190,380
31,13,301,602
31,14,483,966
31,15,775,1550
31,16,1229,2458
31,17,1980,3960
31,18,3182,6364
31,19,5060,10120
31,20,8047,16094
31,21,12906,25812
31,22,20749,41498
31,23,33181,66362
31,24,53043,106086
31,25,84877,169754
31,26,136002,272004
31,27,217164,434328
31,28,347529,695058
31,29,556420,1112840
31,30,889190,1778380
31,31,1422660,2845320
31,32,2276583,4553166
31,33,3642508,7285016
31,34,5828374,11656748
31,35,9324682,18649364
31,36,14919206,29838412
31,37,23874558,47749116
31,38,38201745,76403490
31,39,61122944,122245888
31,40,97793001,195586002
31,41,156469195,312938390
31,42,250348796,500697592
31,43,500697592,1000000000
31,44,500697592,1000000000
31,45,500697592,1000000000
31,46,500697592,1000000000
31,47,500697592,1000000000
31,48,500697592,1000000000
31,49,500697592,1000000000
31,50,500697592,1000000000
31,51,500697592,1000000000
31,52,500697592,1000000000
31,53,500697592,1000000000
31,54,500697592,1000000000
31,55,500697592,1000000000
31,56,500697592,1000000000
31,57,500697592,1000000000
31,58,500697592,1000000000
31,59,500697592,1000000000
31,60,500697592,1000000000
32,1,1,2
32,2,2,4
32,3,4,8
32,4,7,14
32,5,13,26
32,6,24,48
32,7,38,76
32,8,65,130
32,9,105,210
32,10,174,348
32,11,285,570
32,12,456,912
32,13,729,1458
32,14,1190,2380
32,15,1872,3744
32,16,2957,5914
32,17,4721,9442
32,18,7581,15162
32,19,12113,24226
32,20,19393,38786
32,21,31024,62048
32,22,49656,99312
32,23,79456,158912
32,24,127037,254074
32,25,203012,406024
32,26,325564,651128
32,27,520501,1041002
32,28,832682,1665364
32,29,1331421,2662842
32,30,2129750,4259500
32,31,3408413,6816826
32,32,5455080,10910160
32,33,8726908,17453816
32,34,13962250,27924500
32,35,22343848,44687696
32,36,35752253,71504506
32,37,57203101,114406202
32,38,91525812,183051624
32,39,146437449,292874898
32,40,234304989,468609978
32,41,374888812,749777624
32,42,749777624,1000000000
32,43,749777624,1000000000
32,44,749777624,1000000000
32,45,749777624,1000000000
32,46,749777624,1000000000
32,47,749777624,1000000000
32,48,749777624,1000000000
32,49,749777624,1000000000
32,50,749777624,1000000000
32,51,749777624,1000000000
32,52,749777624,1000000000
32,53,749777624,1000000000
32,54,749777624,1000000000
32,55,749777624,1000000000
32,56,749777624,1000000000
32,57,749777624,1000000000
32,58,749777624,1000000000
32,59,749777624,1000000000
32,60,749777624,1000000000
33,1,0,0
33,2,0,0
33,3,0,0
33,4,0,0
33,5,0,0
33,6,0,0
33,7,0,0
33,8,0,0
33,9,0,0
33,10,0,0
33,11,0,0
33,12,0,0
33,13,0,0
33,14,0,0
33,15,0,0
33,16,0,0
33,17,0,0
33,18,0,0
33,19,0,0
33,20,0,0
33,21,0,0
33,22,0,0
33,23,0,0
33,24,0,0
33,25,0,0
33,26,0,0
33,27,0,0
33,28,0,0
33,29,0,0
33,30,0,0
33,31,0,0
33,32,0,0
33,33,0,0
33,34,0,0
33,35,0,0
33,36,0,0
33,37,0,0
33,38,0,0
33,39,0,0
33,40,0,0
33,41,0,0
33,42,0,0
33,43,0,0
33,44,0,0
33,45,0,0
33,46,0,0
33,47,0,0
33,48,0,0
33,49,0,0
33,50,0,0
33,51,0,0
33,52,0,0
33,53,0,0
33,54,0,0
33,55,0,0
33,56,0,0
33,57,0,0
33,58,0,0
33,59,0,0
33,60,0,0
34,1,1,2
34,2,0,0
34,3,0,0
34,4,0,0
34,5,0,0
34,6,0,0
34,7,0,0
34,8,0,0
34,9,0,0
34,10,0,0
34,11,0,0
34,12,0,0
34,13,0,0
34,14,0,0
34,15,0,0
34,16,0,0
34,17,0,0
34,18,0,0
34,19,0,0
34,20,0,0
34,21,0,0
34,22,0,0
34,23,0,0
34,24,0,0
34,25,0,0
34,26,0,0
34,27,0,0
34,28,0,0
34,29,0,0
34,30,0,0
34,31,0,0
34,32,0,0
34,33,0,0
34,34,0,0
34,35,0,0
34,36,0,0
34,37,0,0
34,38,0,0
34,39,0,0
34,40,0,0
34,41,0,0
34,42,0,0
34,43,0,0
34,44,0,0
34,45,0,0
34,46,0,0
34,47,0,0
34,48,0,0
34,49,0,0
34,50,0,0
34,51,0,0
34,52,0,0
34,53,0,0
34,54,0,0
34,55,0,0
34,56,0,0
34,57,0,0
34,58,0,0
34,59,0,0
34,60,0,0
35,1,0,0
35,2,0,0
35,3,0,0
35,4,0,0
35,5,0,0
35,6,0,0
35,7,0,0
35,8,0,0
35,9,0,0
35,10,0,0
35,11,0,0
35,12,0,0
35,13,0,0
35,14,0,0
35,15,0,0
35,16,0,0
35,17,0,0
35,18,0,0
35,19,0,0
35,20,0,0
35,21,0,0
35,22,0,0
35,23,0,0
35,24,0,0
35,25,0,0
35,26,0,0
35,27,0,0
35,28,0,0
35,29,0,0
35,30,0,0
35,31,0,0
35,32,0,0
35,33,0,0
35,34,0,0
35,35,0,0
35,36,0,0
35,37,0,0
35,38,0,0
35,39,0,0
35,40,0,0
35,41,0,0
35,42,0,0
35,43,0,0
35,44,0,0
35,45,0,0
35,46,0,0
35,47,0,0
35,48,0,0
35,49,0,0
35,50,0,0
35,51,0,0
35,52,0,0
35,53,0,0
35,54,0,0
35,55,0,0
35,56,0,0
35,57,0,0
35,58,0,0
35,59,0,0
35,60,0,0
36,1,1,2
36,2,2,4
36,3,4,8
36,4,5,10
36,5,8,16
36,6,13,26
36,7,22,44
36,8,35,70
36,9,51,102
36,10,81,162
36,11,118,236
36,12,182,364
36,13,284,568
36,14,460,920
36,15,730,1460
36,16,1146,2292
36,17,1862,3724
36,18,2965,5930
36,19,4731,9462
36,20,7589,15178
36,21,12200,24400
36,22,19461,38922
36,23,31110,62220
36,24,49594,99188
36,25,79374,158748
36,26,126622,253244
36,27,202070,404140
36,28,323543,647086
36,29,517365,1034730
36,30,827404,1654808
36,31,1323747,2647494
36,32,2118379,4236758
36,33,3388235,6776470
36,34,5421346,10842692
36,35,8675825,17351650
36,36,13879740,27759480
36,37,22206070,44412140
36,38,35531492,71062984
36,39,56852620,113705240
36,40,90960901,181921802
36,41,145541281,291082562
36,42,232871068,465742136
36,43,372603498,745206996
36,44,745206996,1000000000
36,45,745206996,1000000000
36,46,745206996,1000000000
36,47,745206996,1000000000
36,48,745206996,1000000000
36,49,745206996,1000000000
36,50,745206996,1000000000
36,51,745206996,1000000000
36,52,745206996,1000000000
36,53,745206996,1000000000
36,54,745206996,1000000000
36,55,745206996,1000000000
36,56,745206996,1000000000
36,57,745206996,1000000000
36,58,745206996,1000000000
36,59,745206996,1000000000
36,60,745206996,1000000000
37,1,1,2
37,2,2,4
37,3,3,6
37,4,6,12
37,5,10,20
37,6,17,34
37,7,26,52
37,8,42,84
37,9,74,148
37,10,116,232
37,11,185,370
37,12,293,586
37,13,485,970
37,14,787,1574
37,15,1280,2560
37,16,2024,4048
37,17,3237,6474
37,18,5215,10430
37,19,8404,16808
37,20,13450,26900
37,21,21447,42894
37,22,34200,68400
37,23,54760,109520
37,24,87456,174912
37,25,140239,280478
37,26,224702,449404
37,27,359568,719136
37,28,575568,1151136
37,29,920379,1840758
37,30,1472908,2945816
37,31,2355876,4711752
37,32,3768518,7537036
37,33,6028905,12057810
37,34,9645454,19290908
37,35,15432878,30865756
37,36,24693975,49387950
37,37,39513529,79027058
37,38,63223703,126447406
37,39,101164036,202328072
37,40,161860362,323720724
37,41,258975601,517951202
37,42,517951202,1000000000
37,43,517951202,1000000000
37,44,517951202,1000000000
37,45,517951202,1000000000
37,46,517951202,1000000000
37,47,517951202,1000000000
37,48,517951202,1000000000
37,49,517951202,1000000000
37,50,517951202,1000000000
37,51,517951202,1000000000
37,52,517951202,1000000000
37,53,517951202,1000000000
37,54,517951202,1000000000
37,55,517951202,1000000000
37,56,517951202,1000000000
37,57,517951202,1000000000
37,58,517951202,1000000000
37,59,517951202,1000000000
37,60,517951202,1000000000
38,1,1,2
38,2,2,4
38,3,3,6
38,4,4,8
38,5,6,12
38,6,9,18
38,7,11,22
38,8,16,32
38,9,22,44
38,10,37,74
38,11,59,118
38,12,102,204
38,13,171,342
38,14,271,542
38,15,434,868
38,16,688,1376
38,17,1102,2204
38,18,1755,3510
38,19,2857,5714
38,20,4501,9002
38,21,7291,14582
38,22,11646,23292
38,23,18565,37130
38,24,29528,59056
38,25,47347,94694
38,26,75853,151706
38,27,121038,242076
38,28,193531,387062
38,29,309512,619024
38,30,495128,990256
38,31,792521,1585042
38,32,1268175,2536350
38,33,2029527,4059054
38,34,3246353,6492706
38,35,5196710,10393420
38,36,8316314,16632628
38,37,13308818,26617636
38,38,21293634,42587268
38,39,34066688,68133376
38,40,54509212,109018424
38,41,87214882,174429764
38,42,139542767,279085534
38,43,223262703,446525406
38,44,357215992,714431984
38,45,714431984,1000000000
38,46,714431984,1000000000
38,47,714431984,1000000000
38,48,714431984,1000000000
38,49,714431984,1000000000
38,50,714431984,1000000000
38,51,714431984,1000000000
38,52,714431984,1000000000
38,53,714431984,1000000000
38,54,714431984,1000000000
38,55,714431984,1000000000
38,56,714431984,1000000000
38,57,714431984,1000000000
38,58,714431984,1000000000
38,59,714431984,1000000000
38,60,714431984,1000000000
39,1,1,2
39,2,2,4
39,3,4,8
39,4,7,14
39,5,11,22
39,6,21,42
39,7,38,76
39,8,59,118
39,9,90,180
39,10,128,256
39,11,209,418
39,12,341,682
39,13,541,1082
39,14,863,1726
39,15,1382,2764
39,16,2185,4370
39,17,3521,7042
39,18,5708,11416
39,19,9126,18252
39,20,14594,29188
39,21,23412,46824
39,22,37324,74648
39,23,59612,119224
39,24,95511,191022
39,25,152387,304774
39,26,243942,487884
39,27,390347,780694
39,28,624310,1248620
39,29,998963,1997926
39,30,1597596,3195192
39,31,2555815,5111630
39,32,4088880,8177760
39,33,6542389,13084778
39,34,10469068,20938136
39,35,16749822,33499644
39,36,26796155,53592310
39,37,42872775,85745550
39,38,68593001,137186002
39,39,109753793,219507586
39,40,175603326,351206652
39,41,280956795,561913590
39,42,561913590,1000000000
39,43,561913590,1000000000
39,44,561913590,1000000000
39,45,561913590,1000000000
39,46,561913590,1000000000
39,47,561913590,1000000000
39,48,561913590,1000000000
39,49,561913590,1000000000
39,50,561913590,1000000000
39,51,561913590,1000000000
39,52,561913590,1000000000
39,53,561913590,1000000000
39,54,561913590,1000000000
39,55,561913590,1000000000
39,56,561913590,1000000000
39,57,561913590,1000000000
39,58,561913590,1000000000
39,59,561913590,1000000000
39,60,561913590,1000000000
40,1,0,0
40,2,0,0
40,3,0,0
40,4,0,0
40,5,0,0
40,6,0,0
40,7,0,0
40,8,0,0
40,9,0,0
40,10,0,0
40,11,0,0
40,12,0,0
40,13,0,0
40,14,0,0
40,15,0,0
40,16,0,0
40,17,0,0
40,18,0,0
40,19,0,0
40,20,0,0
40,21,0,0
40,22,0,0
40,23,0,0
40,24,0,0
40,25,0,0
40,26,0,0
40,27,0,0
40,28,0,0
40,29,0,0
40,30,0,0
40,31,0,0
40,32,0,0
40,33,0,0
40,34,0,0
40,35,0,0
40,36,0,0
40,37,0,0
40,38,0,0
40,39,0,0
40,40,0,0
40,41,0,0
40,42,0,0
40,43,0,0
40,44,0,0
40,45,0,0
40,46,0,0
40,47,0,0
40,48,0,0
40,49,0,0
40,50,0,0
40,51,0,0
40,52,0,0
40,53,0,0
40,54,0,0
40,55,0,0
40,56,0,0
40,57,0,0
40,58,0,0
40,59,0,0
40,60,0,0
41,1,1,2
41,2,2,4
41,3,3,6
41,4,3,6
41,5,4,8
41,6,7,14
41,7,10,20
41,8,16,32
41,9,28,56
41,10,44,88
41,11,74,148
41,12,121,242
41,13,192,384
41,14,307,614
41,15,505,1010
41,16,825,1650
41,17,1352,2704
41,18,2179,4358
41,19,3495,6990
41,20,5643,11286
41,21,9065,18130
41,22,14461,28922
41,23,23033,46066
41,24,36773,73546
41,25,58732,117464
41,26,93954,187908
41,27,150280,300560
41,28,240783,481566
41,29,385394,770788
41,30,617042,1234084
41,31,986811,1973622
41,32,1578173,3156346
41,33,2524334,5048668
41,34,4039587,8079174
41,35,6462760,12925520
41,36,10339068,20678136
41,37,16544761,33089522
41,38,26472901,52945802
41,39,42353064,84706128
41,40,67764558,135529116
41,41,108419262,216838524
41,42,173466078,346932156
41,43,277555318,555110636
41,44,555110636,1000000000
41,45,555110636,1000000000
41,46,555110636,1000000000
41,47,555110636,1000000000
41,48,555110636,1000000000
41,49,555110636,1000000000
41,50,555110636,1000000000
41,51,555110636,1000000000
41,52,555110636,1000000000
41,53,555110636,1000000000
41,54,555110636,1000000000
41,55,555110636,1000000000
41,56,555110636,1000000000
41,57,555110636,1000000000
41,58,555110636,1000000000
41,59,555110636,1000000000
41,60,555110636,1000000000
42,1,1,2
42,2,2,4
42,3,3,6
42,4,4,8
42,5,6,12
42,6,10,20
42,7,17,34
42,8,29,58
42,9,47,94
42,10,74,148
42,11,117,234
42,12,187,374
42,13,291,582
42,14,447,894
42,15,722,1444
42,16,1200,2400
42,17,1900,3800
42,18,3058,6116
42,19,4892,9784
42,20,7832,15664
42,21,12564,25128
42,22,20071,40142
42,23,32020,64040
42,24,51163,102326
42,25,81662,163324
42,26,130692,261384
42,27,208961,417922
42,28,333999,667998
42,29,534554,1069108
42,30,855047,1710094
42,31,1368228,2736456
42,32,2188335,4376670
42,33,3501283,7002566
42,34,5604883,11209766
42,35,8969594,17939188
42,36,14349921,28699842
42,37,22958075,45916150
42,38,36737888,73475776
42,39,58783615,117567230
42,40,94052213,188104426
42,41,150471675,300943350
42,42,240755701,481511402
42,43,385200350,770400700
42,44,770400700,1000000000
42,45,770400700,1000000000
42,46,770400700,1000000000
42,47,770400700,1000000000
42,48,770400700,1000000000
42,49,770400700,1000000000
42,50,770400700,1000000000
42,51,770400700,1000000000
42,52,770400700,1000000000
42,53,770400700,1000000000
42,54,770400700,1000000000
42,55,770400700,1000000000
42,56,770400700,1000000000
42,57,770400700,1000000000
42,58,770400700,1000000000
42,59,770400700,1000000000
42,60,770400700,1000000000
43,1,1,2
43,2,2,4
43,3,4,8
43,4,5,10
43,5,7,14
43,6,6,12
43,7,11,22
43,8,17,34
43,9,25,50
43,10,35,70
43,11,51,102
43,12,86,172
43,13,143,286
43,14,230,460
43,15,367,734
43,16,590,1180
43,17,945,1890
43,18,1500,3000
43,19,2404,4808
43,20,3879,7758
43,21,6217,12434
43,22,10012,20024
43,23,15995,31990
43,24,25533,51066
43,25,40937,81874
43,26,65450,130900
43,27,104890,209780
43,28,167920,335840
43,29,268560,537120
43,30,429598,859196
43,31,687211,1374422
43,32,1099013,2198026
43,33,1758296,3516592
43,34,2813769,5627538
43,35,4502161,9004322
43,36,7202247,14404494
43,37,11523652,23047304
43,38,18435590,36871180
43,39,29499062,58998124
43,40,47201893,94403786
43,41,75529060,151058120
43,42,120849439,241698878
43,43,193365563,386731126
43,44,309383452,618766904
43,45,618766904,1000000000
43,46,618766904,1000000000
43,47,618766904,1000000000
43,48,618766904,1000000000
43,49,618766904,1000000000
43,50,618766904,1000000000
43,51,618766904,1000000000
43,52,618766904,1000000000
43,53,618766904,1000000000
43,54,618766904,1000000000
43,55,618766904,1000000000
43,56,618766904,1000000000
43,57,618766904,1000000000
43,58,618766904,1000000000
43,59,618766904,1000000000
43,60,618766904,1000000000
44,1,1,2
44,2,2,4
44,3,3,6
44,4,6,12
44,5,10,20
44,6,16,32
44,7,29,58
44,8,45,90
44,9,71,142
44,10,119,238
44,11,185,370
44,12,292,584
44,13,478,956
44,14,753,1506
44,15,1187,2374
44,16,1883,3766
44,17,3036,6072
44,18,4863,9726
44,19,7804,15608
44,20,12536,25072
44,21,20136,40272
44,22,32159,64318
44,23,51354,102708
44,24,82092,164184
44,25,131212,262424
44,26,209603,419206
44,27,335484,670968
44,28,536932,1073864
44,29,859330,1718660
44,30,1375810,2751620
44,31,2200698,4401396
44,32,3520536,7041072
44,33,5631665,11263330
44,34,9012856,18025712
44,35,14419085,28838170
44,36,23074221,46148442
44,37,36920381,73840762
44,38,59071731,118143462
44,39,94515667,189031334
44,40,151223829,302447658
44,41,241954849,483909698
44,42,387124666,774249332
44,43,774249332,1000000000
44,44,774249332,1000000000
44,45,774249332,1000000000
44,46,774249332,1000000000
44,47,774249332,1000000000
44,48,774249332,1000000000
44,49,774249332,1000000000
44,50,774249332,1000000000
44,51,774249332,1000000000
44,52,774249332,1000000000
44,53,774249332,1000000000
44,54,774249332,1000000000
44,55,774249332,1000000000
44,56,774249332,1000000000
44,57,774249332,1000000000
44,58,774249332,1000000000
44,59,774249332,1000000000
44,60,774249332,1000000000
45,1,1,2
45,2,2,4
45,3,3,6
45,4,4,8
45,5,6,12
45,6,10,20
45,7,15,30
45,8,27,54
45,9,43,86
45,10,66,132
45,11,109,218
45,12,176,352
45,13,277,554
45,14,438,876
45,15,692,1384
45,16,1096,2192
45,17,1742,3484
45,18,2795,5590
45,19,4445,8890
45,20,7134,14268
45,21,11496,22992
45,22,18279,36558
45,23,29359,58718
45,24,47105,94210
45,25,75516,151032
45,26,120878,241756
45,27,193554,387108
45,28,309557,619114
45,29,495530,991060
45,30,792947,1585894
45,31,1268163,2536326
45,32,2029147,4058294
45,33,3245913,6491826
45,34,5193218,10386436
45,35,8309351,16618702
45,36,13296879,26593758
45,37,21273234,42546468
45,38,34038809,68077618
45,39,54458368,108916736
45,40,87125798,174251596
45,41,139397733,278795466
45,42,223025078,446050156
45,43,356845257,713690514
45,44,713690514,1000000000
45,45,713690514,1000000000
45,46,713690514,1000000000
45,47,713690514,1000000000
45,48,713690514,1000000000
45,49,713690514,1000000000
45,50,713690514,1000000000
45,51,713690514,1000000000
45,52,713690514,1000000000
45,53,713690514,1000000000
45,54,713690514,1000000000
45,55,713690514,1000000000
45,56,713690514,1000000000
45,57,713690514,1000000000
45,58,713690514,1000000000
45,59,713690514,1000000000
45,60,713690514,1000000000
46,1,1,2
46,2,2,4
46,3,2,4
46,4,4,8
46,5,7,14
46,6,12,24
46,7,18,36
46,8,26,52
46,9,39,78
46,10,63,126
46,11,106,212
46,12,166,332
46,13,269,538
46,14,436,872
46,15,690,1380
46,16,1105,2210
46,17,1748,3496
46,18,2785,5570
46,19,4398,8796
46,20,7012,14024
46,21,11201,22402
46,22,17931,35862
46,23,28661,57322
46,24,45889,91778
46,25,73456,146912
46,26,117554,235108
46,27,188018,376036
46,28,301103,602206
46,29,481825,963650
46,30,771575,1543150
46,31,1234933,2469866
46,32,1976048,3952096
46,33,3161928,6323856
46,34,5058319,10116638
46,35,8092304,16184608
46,36,12948207,25896414
46,37,20719553,41439106
46,38,33154767,66309534
46,39,53051785,106103570
46,40,84882417,169764834
46,41,135817345,271634690
46,42,217306613,434613226
46,43,347689168,695378336
46,44,695378336,1000000000
46,45,695378336,1000000000
46,46,695378336,1000000000
46,47,695378336,1000000000
46,48,695378336,1000000000
46,49,695378336,1000000000
46,50,695378336,1000000000
46,51,695378336,1000000000
46,52,695378336,1000000000
46,53,695378336,1000000000
46,54,695378336,1000000000
46,55,695378336,1000000000
46,56,695378336,1000000000
46,57,695378336,1000000000
46,58,695378336,1000000000
46,59,695378336,1000000000
46,60,695378336,1000000000
47,1,0,0
47,2,0,0
47,3,0,0
47,4,0,0
47,5,0,0
47,6,0,0
47,7,0,0
47,8,0,0
47,9,0,0
47,10,0,0
47,11,0,0
47,12,0,0
47,13,0,0
47,14,0,0
